B,C,H,K,N,O,A_labelfreq_enc,D_labelfreq_enc,E_labelfreq_enc,F_labelfreq_enc,G_labelfreq_enc,I_labelfreq_enc,J_labelfreq_enc,L_labelfreq_enc,M_labelfreq_enc,A_ohe_0,A_ohe_1,D_ohe_0,D_ohe_1,D_ohe_2,E_ohe_0,E_ohe_1,E_ohe_2,F_ohe_0,F_ohe_1,F_ohe_2,F_ohe_3,F_ohe_4,F_ohe_5,F_ohe_6,F_ohe_7,F_ohe_8,F_ohe_9,F_ohe_10,F_ohe_11,F_ohe_12,F_ohe_13,G_ohe_0,G_ohe_1,G_ohe_2,G_ohe_3,G_ohe_4,G_ohe_5,G_ohe_6,G_ohe_7,G_ohe_8,I_ohe_0,I_ohe_1,J_ohe_0,J_ohe_1,L_ohe_0,L_ohe_1,M_ohe_0,M_ohe_1,M_ohe_2,A_label,D_label,E_label,F_label,G_label,I_label,J_label,L_label,M_label,P,P_mean_A_label,P_mean_D_label,P_mean_E_label,P_mean_F_label,P_mean_G_label,P_mean_I_label,P_mean_J_label,P_mean_L_label,P_mean_M_label
51.83,3.0,1.5,0,180.0,4,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,2,5,2,0,0,0,0,1,0.5647840531561462,0.6909090909090909,0.6909090909090909,0.8333333333333334,0.8611111111111112,0.9295774647887324,0.7578125,0.5609756097560976,0.5367088607594936
22.5,0.415,0.335,0,144.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.08514492753623189,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.08695652173913043,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,6,7,0,0,1,2,1,0.5285714285714286,0.509090909090909,0.509090909090909,0.7837837837837838,0.5909090909090909,0.9295774647887324,0.7578125,0.5435897435897435,0.725
25.08,1.71,1.665,1,395.0,20,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,13,7,1,1,1,0,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.125,0.5909090909090909,0.20175438596491227,0.2702702702702703,0.5435897435897435,0.5367088607594936
41.17,6.5,0.5,3,145.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,10,7,1,1,1,0,0,0.5285714285714286,0.509090909090909,0.509090909090909,0.3333333333333333,0.5909090909090909,0.20175438596491227,0.2702702702702703,0.5435897435897435,0.5367088607594936
17.67,4.46,0.25,0,80.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,7,0,0,0,2,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.5686274509803921,0.5909090909090909,0.9295774647887324,0.7578125,0.5609756097560976,0.725
27.42,12.5,0.25,0,720.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07608695652173914,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.6,0.5151515151515151,0.9295774647887324,0.7578125,0.5435897435897435,0.5367088607594936
20.42,1.835,2.25,1,100.0,150,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,7,1,1,0,0,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.5686274509803921,0.5909090909090909,0.20175438596491227,0.2702702702702703,0.5609756097560976,0.5367088607594936
19.67,0.21,0.29,11,80.0,99,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,10,3,1,1,0,0,0,0.5285714285714286,0.509090909090909,0.509090909090909,0.3333333333333333,0.358695652173913,0.20175438596491227,0.2702702702702703,0.5609756097560976,0.5367088607594936
48.5,4.25,0.125,0,225.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,9,7,1,0,1,0,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.5555555555555556,0.5909090909090909,0.20175438596491227,0.7578125,0.5435897435897435,0.5367088607594936
36.75,5.125,5.0,0,0.0,4000,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.03260869565217391,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,4,7,1,0,1,0,0,0.5285714285714286,0.509090909090909,0.509090909090909,0.38461538461538464,0.5909090909090909,0.20175438596491227,0.7578125,0.5435897435897435,0.5367088607594936
34.25,1.75,0.25,0,163.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.08514492753623189,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,12,0,1,0,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.5555555555555556,0.5151515151515151,0.20175438596491227,0.7578125,0.5435897435897435,0.5367088607594936
38.58,3.335,4.0,14,383.0,1344,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,12,7,1,1,0,0,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.5555555555555556,0.5909090909090909,0.20175438596491227,0.2702702702702703,0.5609756097560976,0.5367088607594936
22.17,12.125,3.335,2,180.0,173,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,7,0,1,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.5686274509803921,0.5909090909090909,0.9295774647887324,0.2702702702702703,0.5435897435897435,0.5367088607594936
20.25,9.96,0.0,0,0.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.03260869565217391,0.005434782608695652,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,4,1,1,0,0,0,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.38461538461538464,1.0,0.20175438596491227,0.7578125,0.5609756097560976,0.5367088607594936
31.33,19.5,7.0,16,0.0,5000,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,7,1,1,0,0,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.5686274509803921,0.5909090909090909,0.20175438596491227,0.2702702702702703,0.5609756097560976,0.5367088607594936
29.83,3.5,0.165,0,216.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,7,0,0,0,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.5686274509803921,0.5909090909090909,0.9295774647887324,0.7578125,0.5609756097560976,0.5367088607594936
38.92,1.75,0.5,0,300.0,2,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07246376811594203,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,8,7,0,0,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.71875,0.5909090909090909,0.9295774647887324,0.7578125,0.5435897435897435,0.5367088607594936
19.42,7.25,0.04,1,100.0,1,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,9,7,0,1,0,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.5555555555555556,0.5909090909090909,0.9295774647887324,0.2702702702702703,0.5609756097560976,0.5367088607594936
52.42,1.5,3.75,0,0.0,350,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.043478260869565216,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,3,7,0,0,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.7894736842105263,0.5909090909090909,0.9295774647887324,0.7578125,0.5435897435897435,0.5367088607594936
32.25,1.5,0.25,0,372.0,122,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,7,0,0,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.5686274509803921,0.5909090909090909,0.9295774647887324,0.7578125,0.5435897435897435,0.5367088607594936
23.58,1.79,0.54,0,136.0,1,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,7,0,0,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.5686274509803921,0.5909090909090909,0.9295774647887324,0.7578125,0.5435897435897435,0.5367088607594936
35.25,3.165,3.75,0,680.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.20471014492753623,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,13,3,1,0,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.125,0.358695652173913,0.20175438596491227,0.7578125,0.5435897435897435,0.5367088607594936
28.17,11.25,0.0,0,152.0,5200,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,5,2,0,0,0,0,1,0.5285714285714286,0.509090909090909,0.509090909090909,0.8333333333333334,0.8611111111111112,0.9295774647887324,0.7578125,0.5609756097560976,0.5367088607594936
34.75,2.5,0.5,0,348.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05253623188405797,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,2,0,0,0,0,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.16666666666666666,0.5151515151515151,0.9295774647887324,0.7578125,0.5609756097560976,0.5367088607594936
40.83,3.5,0.5,0,1160.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.08514492753623189,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,6,0,0,0,0,2,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.7837837837837838,0.5151515151515151,0.9295774647887324,0.7578125,0.5609756097560976,0.725
24.5,2.415,0.0,0,120.0,0,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2,2,1,7,0,0,0,0,1,0.5285714285714286,0.6909090909090909,0.6909090909090909,0.5686274509803921,0.5909090909090909,0.9295774647887324,0.7578125,0.5609756097560976,0.5367088607594936
25.42,1.125,1.29,2,200.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,10,7,1,1,0,0,1,0.5285714285714286,0.509090909090909,0.509090909090909,0.3333333333333333,0.5909090909090909,0.20175438596491227,0.2702702702702703,0.5609756097560976,0.5367088607594936
33.08,4.625,1.625,2,0.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,10,3,1,1,0,0,0,0.5285714285714286,0.509090909090909,0.509090909090909,0.3333333333333333,0.358695652173913,0.20175438596491227,0.2702702702702703,0.5609756097560976,0.5367088607594936
42.0,9.79,7.96,8,0.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,13,3,1,1,0,0,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.125,0.358695652173913,0.20175438596491227,0.2702702702702703,0.5609756097560976,0.5367088607594936
32.25,14.0,0.0,2,160.0,1,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,2,2,5,2,0,1,0,0,1,0.5647840531561462,0.6909090909090909,0.6909090909090909,0.8333333333333334,0.8611111111111112,0.9295774647887324,0.2702702702702703,0.5609756097560976,0.5367088607594936
36.67,3.25,9.0,0,102.0,639,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.20471014492753623,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,10,3,1,0,1,0,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.3333333333333333,0.358695652173913,0.20175438596491227,0.7578125,0.5435897435897435,0.5367088607594936
41.58,1.04,0.665,0,240.0,237,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.07608695652173914,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,7,0,0,0,0,1,0.5285714285714286,0.509090909090909,0.509090909090909,0.6,0.5909090909090909,0.9295774647887324,0.7578125,0.5609756097560976,0.5367088607594936
28.75,1.5,1.5,0,0.0,225,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,2,2,1,7,1,0,1,0,1,0.5647840531561462,0.6909090909090909,0.6909090909090909,0.5686274509803921,0.5909090909090909,0.20175438596491227,0.7578125,0.5435897435897435,0.5367088607594936
52.83,15.0,5.5,14,0.0,2200,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,7,1,1,0,0,0,0.5285714285714286,0.509090909090909,0.509090909090909,0.5686274509803921,0.5909090909090909,0.20175438596491227,0.2702702702702703,0.5609756097560976,0.5367088607594936
35.17,4.5,5.75,0,711.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.20471014492753623,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,13,3,0,0,1,2,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.125,0.358695652173913,0.9295774647887324,0.7578125,0.5435897435897435,0.725
23.25,1.5,2.375,3,0.0,582,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,10,7,1,1,1,0,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.3333333333333333,0.5909090909090909,0.20175438596491227,0.2702702702702703,0.5435897435897435,0.5367088607594936
27.0,0.75,4.25,3,312.0,150,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,3,1,1,1,0,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.5686274509803921,0.358695652173913,0.20175438596491227,0.2702702702702703,0.5435897435897435,0.5367088607594936
