B,C,H,K,N,O,A_labelfreq_enc,D_labelfreq_enc,E_labelfreq_enc,F_labelfreq_enc,G_labelfreq_enc,I_labelfreq_enc,J_labelfreq_enc,L_labelfreq_enc,M_labelfreq_enc,A_ohe_0,A_ohe_1,D_ohe_0,D_ohe_1,D_ohe_2,E_ohe_0,E_ohe_1,E_ohe_2,F_ohe_0,F_ohe_1,F_ohe_2,F_ohe_3,F_ohe_4,F_ohe_5,F_ohe_6,F_ohe_7,F_ohe_8,F_ohe_9,F_ohe_10,F_ohe_11,F_ohe_12,F_ohe_13,G_ohe_0,G_ohe_1,G_ohe_2,G_ohe_3,G_ohe_4,G_ohe_5,G_ohe_6,G_ohe_7,G_ohe_8,I_ohe_0,I_ohe_1,J_ohe_0,J_ohe_1,L_ohe_0,L_ohe_1,M_ohe_0,M_ohe_1,M_ohe_2,A_label,D_label,E_label,F_label,G_label,I_label,J_label,L_label,M_label,P,P_mean_A_label,P_mean_D_label,P_mean_E_label,P_mean_F_label,P_mean_G_label,P_mean_I_label,P_mean_J_label,P_mean_L_label,P_mean_M_label,B*B,B*C,B+C,B/C,B-C,B*H,B+H,B/H,B-H,B*K,B+K,B/K,B-K,B*N,B+N,B/N,B-N,C/B,C-B,C*C,C*H,C+H,C/H,C-H,C*K,C+K,C/K,C-K,C*N,C+N,C/N,C-N,H/B,H-B,H/C,H-C,H*H,H*K,H+K,H/K,H-K,H*N,H+N,H/N,H-N,K/B,K-B,K/C,K-C,K/H,K-H,K*K,K*N,K+N,K/N,K-N,N/B,N-B,N/C,N-C,N/H,N-H,N/K,N-K,N*N
44.33,0.0,2.5,0,0.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,7,1,0,0,0,0,0.5223880597014925,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.19827586206896552,0.7644787644787645,0.5683760683760684,0.5365239294710328,2054.8089,45.33,46.33,45.33,44.33,158.655,48.83,12.95142857142857,41.83,45.33,46.33,45.33,44.33,45.33,46.33,45.33,44.33,0.022060445621001547,-44.33,1.0,3.5,4.5,0.2857142857142857,-2.5,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0772115596735054,-41.83,3.5,2.5,12.25,3.5,4.5,3.5,2.5,3.5,4.5,3.5,2.5,0.022060445621001547,-44.33,1.0,0.0,0.2857142857142857,-2.5,1,1.0,2.0,1.0,0.0,0.022060445621001547,-44.33,1.0,0.0,0.2857142857142857,-2.5,1.0,0.0,1.0
22.67,10.5,1.335,0,100.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.20471014492753623,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,10,3,1,0,0,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.34545454545454546,0.38202247191011235,0.19827586206896552,0.7644787644787645,0.5683760683760684,0.5365239294710328,560.2689,272.20500000000004,35.17,2.0582608695652174,12.170000000000002,55.269450000000006,26.005000000000003,10.137044967880087,21.335,23.67,24.67,23.67,22.67,2390.67,124.67,0.23435643564356437,-77.33,0.4858470637938318,-12.170000000000002,132.25,26.8525,13.835,4.925053533190578,9.165,11.5,12.5,11.5,10.5,1161.5,112.5,0.11386138613861387,-89.5,0.09864807773553019,-21.335,0.20304347826086958,-9.165,5.452224999999999,2.335,3.335,2.335,1.335,235.835,103.335,0.02311881188118812,-98.665,0.042247570764681025,-22.67,0.08695652173913043,-10.5,0.4282655246252677,-1.335,1,101.0,102.0,0.009900990099009901,-100.0,4.267004647232784,77.33,8.782608695652174,89.5,43.25481798715204,98.665,101.0,100.0,10201.0
33.67,2.165,1.5,0,120.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.012681159420289856,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,7,0,0,0,1,1,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.9428571428571428,0.7644787644787645,0.5683760683760684,0.4,1202.0089,109.73055000000001,37.835,10.954186413902054,31.505000000000003,86.67500000000001,37.17,13.868,32.17,34.67,35.67,34.67,33.67,4195.070000000001,155.67000000000002,0.28652892561983473,-86.33,0.0912892991058552,-31.505000000000003,10.017225,7.9125,5.665,1.266,0.665,3.165,4.165,3.165,2.165,382.96500000000003,124.165,0.02615702479338843,-117.835,0.07210845111047014,-32.17,0.7898894154818326,-0.665,6.25,2.5,3.5,2.5,1.5,302.5,123.5,0.02066115702479339,-118.5,0.028843380444188056,-33.67,0.315955766192733,-2.165,0.4,-1.5,1,121.0,122.0,0.008264462809917356,-120.0,3.490049033746755,86.33,38.23064770932069,117.835,48.4,118.5,121.0,120.0,14641.0
22.5,8.46,2.46,0,164.0,0,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.05615942028985507,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2,2,13,7,0,0,0,0,0,0.5223880597014925,0.6862745098039216,0.6862745098039216,0.19230769230769232,0.5855513307984791,0.9428571428571428,0.7644787644787645,0.5683760683760684,0.5365239294710328,552.25,222.31000000000003,32.96,2.4841437632135306,14.04,81.31,26.96,6.791907514450867,20.04,23.5,24.5,23.5,22.5,3877.5,188.5,0.14242424242424243,-141.5,0.40255319148936175,-14.04,89.49160000000002,32.7316,12.920000000000002,2.734104046242775,6.000000000000001,9.46,10.46,9.46,8.46,1560.9,174.46,0.05733333333333334,-155.54,0.14723404255319147,-20.04,0.3657505285412262,-6.000000000000001,11.9716,3.46,4.46,3.46,2.46,570.9,168.46,0.020969696969696968,-161.54,0.0425531914893617,-22.5,0.10570824524312895,-8.46,0.28901734104046245,-2.46,1,165.0,166.0,0.006060606060606061,-164.0,7.0212765957446805,141.5,17.441860465116278,155.54,47.687861271676304,161.54,165.0,164.0,27225.0
28.67,1.04,2.5,5,300.0,1430,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,7,1,1,1,0,0,0.5223880597014925,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.19827586206896552,0.25136612021857924,0.5336538461538461,0.5365239294710328,880.3089000000001,60.5268,31.71,14.544117647058824,27.630000000000003,103.845,33.17,8.477142857142857,26.17,178.02,35.67,4.945,23.67,8930.67,330.67,0.09857142857142857,-271.33,0.06875631951466127,-27.630000000000003,4.1616,7.140000000000001,5.54,0.5828571428571429,-1.46,12.24,8.04,0.34,-3.96,614.04,303.04,0.006777408637873754,-298.96,0.11796427367711493,-26.17,1.7156862745098038,1.46,12.25,21.0,9.5,0.5833333333333334,-2.5,1053.5,304.5,0.011627906976744186,-297.5,0.20222446916076844,-23.67,2.941176470588235,3.96,1.7142857142857142,2.5,36,1806.0,307.0,0.019933554817275746,-295.0,10.144927536231883,271.33,147.54901960784312,298.96,86.0,297.5,50.166666666666664,295.0,90601.0
27.75,1.29,0.25,0,140.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07246376811594203,0.20471014492753623,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,8,3,0,0,1,2,1,0.564935064935065,0.514792899408284,0.514792899408284,0.6875,0.38202247191011235,0.9428571428571428,0.7644787644787645,0.5336538461538461,0.725,826.5625,65.8375,31.04,12.554585152838428,26.46,35.9375,30.0,23.0,27.5,28.75,29.75,28.75,27.75,4053.75,169.75,0.20390070921985815,-112.25,0.07965217391304348,-26.46,5.2441,2.8625,3.54,1.832,1.04,2.29,3.29,2.29,1.29,322.89,143.29,0.01624113475177305,-138.71,0.043478260869565216,-27.5,0.5458515283842794,-1.04,1.5625,1.25,2.25,1.25,0.25,176.25,142.25,0.008865248226950355,-139.75,0.034782608695652174,-27.75,0.4366812227074236,-1.29,0.8,-0.25,1,141.0,142.0,0.0070921985815602835,-140.0,4.904347826086957,112.25,61.572052401746724,138.71,112.8,139.75,141.0,140.0,19881.0
20.42,7.0,1.625,3,200.0,1391,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,7,1,1,0,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.19827586206896552,0.25136612021857924,0.5683760683760684,0.5365239294710328,458.8164000000001,171.36,29.42,2.6775,13.420000000000002,56.227500000000006,24.045,8.16,18.795,85.68,25.42,5.355,17.42,4305.42,222.42000000000002,0.10656716417910449,-179.57999999999998,0.37348272642390284,-13.420000000000002,64.0,21.0,10.625,3.0476190476190474,5.375,32.0,12.0,2.0,4.0,1608.0,209.0,0.03980099502487562,-193.0,0.12254901960784313,-18.795,0.328125,-5.375,6.890625,10.5,6.625,0.65625,-1.375,527.625,203.625,0.013059701492537313,-198.375,0.18674136321195142,-17.42,0.5,-4.0,1.5238095238095237,1.375,16,804.0,205.0,0.01990049751243781,-197.0,9.383753501400559,179.57999999999998,25.125,193.0,76.57142857142857,198.375,50.25,197.0,40401.0
31.08,3.085,2.5,2,160.0,41,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,7,0,1,1,0,1,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.9428571428571428,0.25136612021857924,0.5336538461538461,0.5365239294710328,1029.1263999999999,131.0468,36.165,7.8531211750306,27.994999999999997,112.28,35.58,9.165714285714285,28.58,96.24,35.08,10.693333333333333,29.08,5164.88,193.07999999999998,0.19925465838509315,-128.92000000000002,0.12733790523690774,-27.994999999999997,16.687224999999998,14.2975,7.585,1.167142857142857,0.585,12.254999999999999,7.085,1.3616666666666666,1.085,657.685,165.085,0.025372670807453417,-156.915,0.10910224438902744,-28.58,0.8567931456548348,-0.585,12.25,10.5,6.5,1.1666666666666667,0.5,563.5,164.5,0.021739130434782608,-157.5,0.09351620947630923,-29.08,0.7343941248470013,-1.085,0.8571428571428571,-0.5,9,483.0,164.0,0.018633540372670808,-158.0,5.018703241895262,128.92000000000002,39.4124847001224,156.915,46.0,157.5,53.666666666666664,158.0,25921.0
33.25,2.5,2.5,0,0.0,2,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,2,2,1,7,0,0,1,0,1,0.5223880597014925,0.6862745098039216,0.6862745098039216,0.5824175824175825,0.5855513307984791,0.9428571428571428,0.7644787644787645,0.5336538461538461,0.5365239294710328,1173.0625,119.875,37.75,9.785714285714286,30.75,119.875,37.75,9.785714285714286,30.75,34.25,35.25,34.25,33.25,34.25,35.25,34.25,33.25,0.10218978102189781,-30.75,12.25,12.25,7.0,1.0,0.0,3.5,4.5,3.5,2.5,3.5,4.5,3.5,2.5,0.10218978102189781,-30.75,1.0,0.0,12.25,3.5,4.5,3.5,2.5,3.5,4.5,3.5,2.5,0.029197080291970802,-33.25,0.2857142857142857,-2.5,0.2857142857142857,-2.5,1,1.0,2.0,1.0,0.0,0.029197080291970802,-33.25,0.2857142857142857,-2.5,0.2857142857142857,-2.5,1.0,0.0,1.0
18.17,10.25,1.085,0,320.0,13,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.20471014492753623,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,3,0,0,0,0,1,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.38202247191011235,0.9428571428571428,0.7644787644787645,0.5683760683760684,0.5365239294710328,367.48890000000006,215.66250000000002,30.42,1.7040000000000002,7.920000000000002,39.96945,21.255000000000003,9.194244604316548,17.085,19.17,20.17,19.17,18.17,6153.570000000001,340.17,0.05971962616822431,-301.83,0.5868544600938966,-7.920000000000002,126.5625,23.45625,13.335,5.39568345323741,9.165,11.25,12.25,11.25,10.25,3611.25,332.25,0.035046728971962614,-309.75,0.10876369327073551,-17.085,0.18533333333333332,-9.165,4.347225,2.085,3.085,2.085,1.085,669.285,323.085,0.006495327102803738,-318.915,0.052164840897235255,-18.17,0.08888888888888889,-10.25,0.47961630695443647,-1.085,1,321.0,322.0,0.003115264797507788,-320.0,16.74491392801252,301.83,28.533333333333335,309.75,153.9568345323741,318.915,321.0,320.0,103041.0
25.0,11.25,2.5,17,200.0,1208,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,7,1,1,0,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.19827586206896552,0.25136612021857924,0.5683760683760684,0.5365239294710328,676.0,318.5,38.25,2.122448979591837,13.75,91.0,29.5,7.428571428571429,22.5,468.0,44.0,1.4444444444444444,8.0,5226.0,227.0,0.12935323383084577,-175.0,0.47115384615384615,-13.75,150.0625,42.875,15.75,3.5,8.75,220.5,30.25,0.6805555555555556,-5.75,2462.25,213.25,0.060945273631840796,-188.75,0.1346153846153846,-22.5,0.2857142857142857,-8.75,12.25,63.0,21.5,0.19444444444444445,-14.5,703.5,204.5,0.017412935323383085,-197.5,0.6923076923076923,-8.0,1.469387755102041,5.75,5.142857142857143,14.5,324,3618.0,219.0,0.08955223880597014,-183.0,7.730769230769231,175.0,16.408163265306122,188.75,57.42857142857143,197.5,11.166666666666666,183.0,40401.0
22.58,10.04,0.04,9,60.0,396,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,13,7,1,1,0,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.19230769230769232,0.5855513307984791,0.19827586206896552,0.25136612021857924,0.5683760683760684,0.5365239294710328,556.0164,260.3232,34.62,2.135869565217391,12.54,24.5232,24.619999999999997,22.67307692307692,22.54,235.79999999999998,33.58,2.3579999999999997,13.579999999999998,1438.3799999999999,84.58,0.3865573770491803,-37.42,0.4681933842239186,-12.54,121.88159999999998,11.4816,12.079999999999998,10.615384615384615,10.0,110.39999999999999,21.04,1.1039999999999999,1.0399999999999991,673.4399999999999,72.03999999999999,0.18098360655737702,-49.96,0.04410517387616625,-22.54,0.09420289855072465,-10.0,1.0816000000000001,10.4,11.04,0.10400000000000001,-8.96,63.440000000000005,62.04,0.017049180327868854,-59.96,0.42408821034775235,-13.579999999999998,0.9057971014492754,-1.0399999999999991,9.615384615384615,8.96,100,610.0,71.0,0.16393442622950818,-51.0,2.5869380831212894,37.42,5.52536231884058,49.96,58.65384615384615,59.96,6.1,51.0,3721.0
24.83,4.5,1.0,0,360.0,6,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,12,7,0,0,1,0,1,0.5223880597014925,0.514792899408284,0.514792899408284,0.5135135135135135,0.5855513307984791,0.9428571428571428,0.7644787644787645,0.5336538461538461,0.5365239294710328,667.1888999999999,142.065,31.33,4.696363636363636,20.33,51.66,27.83,12.915,23.83,25.83,26.83,25.83,24.83,9324.63,386.83,0.07155124653739611,-335.17,0.2129307007355788,-20.33,30.25,11.0,7.5,2.75,3.5,5.5,6.5,5.5,4.5,1985.5,366.5,0.015235457063711912,-355.5,0.07742934572202866,-23.83,0.36363636363636365,-3.5,4.0,2.0,3.0,2.0,1.0,722.0,363.0,0.00554016620498615,-359.0,0.03871467286101433,-24.83,0.18181818181818182,-4.5,0.5,-1.0,1,361.0,362.0,0.002770083102493075,-360.0,13.975996902826171,335.17,65.63636363636364,355.5,180.5,359.0,361.0,360.0,130321.0
30.42,1.375,0.04,3,0.0,33,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.20471014492753623,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,12,3,0,1,0,0,1,0.5223880597014925,0.514792899408284,0.514792899408284,0.5135135135135135,0.38202247191011235,0.9428571428571428,0.25136612021857924,0.5683760683760684,0.5365239294710328,987.2164000000001,74.6225,33.795,13.229473684210527,29.045,32.6768,32.46,30.211538461538463,30.380000000000003,125.68,35.42,7.855,27.42,31.42,32.42,31.42,30.42,0.07558879694462126,-29.045,5.640625,2.47,3.415,2.2836538461538463,1.335,9.5,6.375,0.59375,-1.625,2.375,3.375,2.375,1.375,0.033099936346276254,-30.380000000000003,0.4378947368421053,-1.335,1.0816000000000001,4.16,5.04,0.26,-2.96,1.04,2.04,1.04,0.040000000000000036,0.1273074474856779,-27.42,1.6842105263157894,1.625,3.846153846153846,2.96,16,4.0,5.0,4.0,3.0,0.031826861871419476,-30.42,0.42105263157894735,-1.375,0.9615384615384615,-0.040000000000000036,0.25,-3.0,1.0
30.17,1.085,0.04,0,170.0,179,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,2,1,7,0,0,0,0,1,0.5551948051948052,0.7019230769230769,0.7019230769230769,0.5408163265306123,0.5692307692307692,0.9205607476635514,0.764,0.5583333333333333,0.5359801488833746,971.5689000000001,64.98945,33.255,14.949640287769785,29.085,32.4168,32.21,29.971153846153847,30.130000000000003,31.17,32.17,31.17,30.17,5330.070000000001,202.17000000000002,0.182280701754386,-139.82999999999998,0.0668912415784408,-29.085,4.347225,2.1684,3.125,2.004807692307692,1.045,2.085,3.085,2.085,1.085,356.53499999999997,173.085,0.012192982456140351,-168.915,0.03336541546358678,-30.130000000000003,0.4988009592326139,-1.045,1.0816000000000001,1.04,2.04,1.04,0.040000000000000036,177.84,172.04,0.00608187134502924,-169.96,0.032082130253448825,-30.17,0.47961630695443647,-1.085,0.9615384615384615,-0.040000000000000036,1,171.0,172.0,0.005847953216374269,-170.0,5.48604427333975,139.82999999999998,82.01438848920863,168.915,164.4230769230769,169.96,171.0,170.0,29241.0
35.0,3.375,8.29,0,0.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.20471014492753623,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,3,0,0,1,0,1,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.5408163265306123,0.35294117647058826,0.9205607476635514,0.764,0.5445544554455446,0.5359801488833746,1296.0,157.5,40.375,8.228571428571428,31.625,334.43999999999994,45.29,3.8751345532831003,26.71,36.0,37.0,36.0,35.0,36.0,37.0,36.0,35.0,0.12152777777777778,-31.625,19.140625,40.64375,13.665,0.4709364908503768,-4.914999999999999,4.375,5.375,4.375,3.375,4.375,5.375,4.375,3.375,0.25805555555555554,-26.71,2.123428571428571,4.914999999999999,86.30409999999999,9.29,10.29,9.29,8.29,9.29,10.29,9.29,8.29,0.027777777777777776,-35.0,0.22857142857142856,-3.375,0.10764262648008613,-8.29,1,1.0,2.0,1.0,0.0,0.027777777777777776,-35.0,0.22857142857142856,-3.375,0.10764262648008613,-8.29,1.0,0.0,1.0
21.67,11.5,0.0,11,0.0,0,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.014492753623188406,0.010869565217391304,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,2,2,7,4,1,1,1,0,0,0.5447761194029851,0.7019230769230769,0.7019230769230769,0.8333333333333334,0.75,0.20614035087719298,0.2760416666666667,0.5445544554455446,0.5359801488833746,513.9289000000001,283.375,35.17,1.8136,10.170000000000002,22.67,23.67,22.67,21.67,272.04,34.67,1.8891666666666669,10.670000000000002,22.67,23.67,22.67,21.67,0.5513895015438905,-10.170000000000002,156.25,12.5,13.5,12.5,11.5,150.0,24.5,1.0416666666666667,0.5,12.5,13.5,12.5,11.5,0.044111160123511246,-21.67,0.08,-11.5,1.0,12.0,13.0,0.08333333333333333,-11.0,1.0,2.0,1.0,0.0,0.529333921482135,-10.670000000000002,0.96,-0.5,12.0,11.0,144,12.0,13.0,12.0,11.0,0.044111160123511246,-21.67,0.08,-11.5,1.0,0.0,0.08333333333333333,-11.0,1.0
17.33,9.5,1.75,10,0.0,10,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.07608695652173914,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,7,0,1,1,0,1,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.59375,0.5692307692307692,0.9205607476635514,0.2760416666666667,0.5445544554455446,0.5359801488833746,335.98889999999994,192.46499999999997,28.83,1.7457142857142856,7.829999999999998,50.4075,21.08,6.665454545454545,15.579999999999998,201.63,29.33,1.6663636363636363,7.329999999999998,18.33,19.33,18.33,17.33,0.5728314238952538,-7.829999999999998,110.25,28.875,13.25,3.8181818181818183,7.75,115.5,21.5,0.9545454545454546,-0.5,10.5,11.5,10.5,9.5,0.15002727768685217,-15.579999999999998,0.2619047619047619,-7.75,7.5625,30.25,13.75,0.25,-8.25,2.75,3.75,2.75,1.75,0.6001091107474087,-7.329999999999998,1.0476190476190477,0.5,4.0,8.25,121,11.0,12.0,11.0,10.0,0.05455537370430988,-17.33,0.09523809523809523,-9.5,0.36363636363636365,-1.75,0.09090909090909091,-10.0,1.0
