B,C,H,K,N,O,A_labelfreq_enc,D_labelfreq_enc,E_labelfreq_enc,F_labelfreq_enc,G_labelfreq_enc,I_labelfreq_enc,J_labelfreq_enc,L_labelfreq_enc,M_labelfreq_enc,A_ohe_0,A_ohe_1,D_ohe_0,D_ohe_1,D_ohe_2,E_ohe_0,E_ohe_1,E_ohe_2,F_ohe_0,F_ohe_1,F_ohe_2,F_ohe_3,F_ohe_4,F_ohe_5,F_ohe_6,F_ohe_7,F_ohe_8,F_ohe_9,F_ohe_10,F_ohe_11,F_ohe_12,F_ohe_13,G_ohe_0,G_ohe_1,G_ohe_2,G_ohe_3,G_ohe_4,G_ohe_5,G_ohe_6,G_ohe_7,G_ohe_8,I_ohe_0,I_ohe_1,J_ohe_0,J_ohe_1,L_ohe_0,L_ohe_1,M_ohe_0,M_ohe_1,M_ohe_2,A_label,D_label,E_label,F_label,G_label,I_label,J_label,L_label,M_label,P_mean_A_label,P_mean_D_label,P_mean_E_label,P_mean_F_label,P_mean_G_label,P_mean_I_label,P_mean_J_label,P_mean_L_label,P_mean_M_label,B*B,B*C,B+C,B/C,B-C,B*H,B+H,B/H,B-H,B*K,B+K,B/K,B-K,B*N,B+N,B/N,B-N,C/B,C-B,C*C,C*H,C+H,C/H,C-H,C*K,C+K,C/K,C-K,C*N,C+N,C/N,C-N,H/B,H-B,H/C,H-C,H*H,H*K,H+K,H/K,H-K,H*N,H+N,H/N,H-N,K/B,K-B,K/C,K-C,K/H,K-H,K*K,K*N,K+N,K/N,K-N,N/B,N-B,N/C,N-C,N/H,N-H,N/K,N-K,N*N
24.33,6.625,5.5,0,100.0,0,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.043478260869565216,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.08695652173913043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,3,6,1,0,1,2,0.5680628272251309,0.5106888361045131,0.0,0.7916666666666666,0.5,0.2062937062937063,0.7554858934169278,0.5433070866141733,0.7291666666666666,641.6089,193.14124999999999,32.955,3.3219672131147537,17.705,164.64499999999998,31.83,3.8969230769230765,18.83,25.33,26.33,25.33,24.33,2558.33,126.33,0.2507920792079208,-75.67,0.3010264508487959,-17.705,58.140625,49.5625,14.125,1.1730769230769231,1.125,7.625,8.625,7.625,6.625,770.125,108.625,0.07549504950495049,-93.375,0.2566127121989736,-18.83,0.8524590163934426,-1.125,42.25,6.5,7.5,6.5,5.5,656.5,107.5,0.06435643564356436,-94.5,0.03947887879984209,-24.33,0.13114754098360656,-6.625,0.15384615384615385,-5.5,1,101.0,102.0,0.009900990099009901,-100.0,3.987366758784051,75.67,13.245901639344263,93.375,15.538461538461538,94.5,101.0,100.0,10201.0
29.5,0.46,0.54,4,380.0,500,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.07246376811594203,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,8,6,1,1,0,0,0.5176470588235295,0.0,0.5106888361045131,0.725,0.5,0.2062937062937063,0.27467811158798283,0.5604026845637584,0.5372233400402414,930.25,44.53,31.96,20.89041095890411,29.04,46.97,32.04,19.805194805194805,28.96,152.5,35.5,6.1,25.5,11620.5,411.5,0.08005249343832022,-350.5,0.04786885245901639,-29.04,2.1315999999999997,2.2484,3.0,0.948051948051948,-0.08000000000000007,7.3,6.46,0.292,-3.54,556.26,382.46,0.003832020997375328,-379.54,0.050491803278688525,-28.96,1.0547945205479452,0.08000000000000007,2.3716,7.7,6.54,0.308,-3.46,586.74,382.54,0.0040419947506561684,-379.46,0.16393442622950818,-25.5,3.4246575342465753,3.54,3.2467532467532467,3.46,25,1905.0,386.0,0.013123359580052493,-376.0,12.491803278688524,350.5,260.95890410958907,379.54,247.4025974025974,379.46,76.2,376.0,145161.0
16.0,3.125,0.085,1,0.0,6,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.09057971014492754,0.0036231884057971015,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,12,6,0,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.52,0.5,0.924812030075188,0.27467811158798283,0.5604026845637584,0.5372233400402414,289.0,70.125,21.125,4.121212121212121,12.875,18.445,18.085,15.668202764976959,15.915,34.0,19.0,8.5,15.0,17.0,18.0,17.0,16.0,0.2426470588235294,-12.875,17.015625,4.475625,5.21,3.8018433179723505,3.04,8.25,6.125,2.0625,2.125,4.125,5.125,4.125,3.125,0.06382352941176471,-15.915,0.263030303030303,-3.04,1.177225,2.17,3.085,0.5425,-0.915,1.085,2.085,1.085,0.08499999999999996,0.11764705882352941,-15.0,0.48484848484848486,-2.125,1.8433179723502304,0.915,4,2.0,3.0,2.0,1.0,0.058823529411764705,-16.0,0.24242424242424243,-3.125,0.9216589861751152,-0.08499999999999996,0.5,-1.0,1.0
17.08,0.25,0.335,4,160.0,8,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.11956521739130435,0.0036231884057971015,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,10,6,0,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.3484848484848485,0.5,0.924812030075188,0.27467811158798283,0.5604026845637584,0.5372233400402414,326.8863999999999,22.599999999999998,19.33,14.463999999999999,16.83,24.136799999999997,19.415,13.543071161048688,16.744999999999997,90.39999999999999,23.08,3.6159999999999997,13.079999999999998,2910.8799999999997,179.07999999999998,0.11229813664596272,-142.92000000000002,0.06913716814159293,-16.83,1.5625,1.66875,2.585,0.9363295880149813,-0.08499999999999996,6.25,6.25,0.25,-3.75,201.25,162.25,0.007763975155279503,-159.75,0.07383849557522125,-16.744999999999997,1.068,0.08499999999999996,1.782225,6.675,6.335,0.267,-3.665,214.935,162.335,0.008291925465838509,-159.665,0.2765486725663717,-13.079999999999998,4.0,3.75,3.7453183520599254,3.665,25,805.0,166.0,0.031055900621118012,-156.0,8.90486725663717,142.92000000000002,128.8,159.75,120.5992509363296,159.665,32.2,156.0,25921.0
36.42,0.75,0.585,0,240.0,3,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.043478260869565216,0.0036231884057971015,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,3,6,0,0,0,0,0.5680628272251309,0.5106888361045131,0.0,0.7916666666666666,0.5,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414,1400.2564000000002,65.485,39.17,21.382857142857144,35.67,59.310700000000004,39.005,23.60883280757098,35.835,37.42,38.42,37.42,36.42,9018.220000000001,278.42,0.15526970954356847,-203.57999999999998,0.046766435061464454,-35.67,3.0625,2.7737499999999997,3.335,1.1041009463722398,0.16500000000000004,1.75,2.75,1.75,0.75,421.75,242.75,0.007261410788381743,-239.25,0.042357028327097805,-35.835,0.9057142857142857,-0.16500000000000004,2.512225,1.585,2.585,1.585,0.585,381.985,242.585,0.006576763485477179,-239.415,0.026723677177979688,-36.42,0.5714285714285714,-0.75,0.6309148264984227,-0.585,1,241.0,242.0,0.004149377593360996,-240.0,6.440406199893105,203.57999999999998,137.71428571428572,239.25,152.0504731861199,239.415,241.0,240.0,58081.0
41.17,4.04,7.0,8,320.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.05253623188405797,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,2,3,1,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.2413793103448276,0.3805309734513274,0.2062937062937063,0.27467811158798283,0.5604026845637584,0.5372233400402414,1778.3089000000002,212.5368,47.21,8.367063492063492,37.13,337.36,50.17,5.27125,34.17,379.53000000000003,51.17,4.685555555555556,33.17,13536.57,363.17,0.13137071651090343,-278.83,0.11951624377519564,-37.13,25.401600000000002,40.32,13.04,0.63,-2.96,45.36,14.04,0.56,-3.96,1617.84,326.04,0.015700934579439253,-315.96,0.18970832345269148,-34.17,1.5873015873015872,2.96,64.0,72.0,17.0,0.8888888888888888,-1.0,2568.0,329.0,0.024922118380062305,-313.0,0.21342186388427792,-33.17,1.7857142857142858,3.96,1.125,1.0,81,2889.0,330.0,0.028037383177570093,-312.0,7.612046478539246,278.83,63.69047619047619,315.96,40.125,313.0,35.666666666666664,312.0,103041.0
28.25,0.875,0.96,3,396.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.05615942028985507,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,9,6,1,1,1,0,0.5680628272251309,0.0,0.5106888361045131,0.5483870967741935,0.5,0.2062937062937063,0.27467811158798283,0.5433070866141733,0.5372233400402414,855.5625,54.84375,31.125,15.6,27.375,57.33,31.21,14.923469387755102,27.29,117.0,33.25,7.3125,25.25,11612.25,426.25,0.07367758186397985,-367.75,0.0641025641025641,-27.375,3.515625,3.675,3.835,0.9566326530612245,-0.08499999999999996,7.5,5.875,0.46875,-2.125,744.375,398.875,0.004722921914357683,-395.125,0.06700854700854701,-27.29,1.0453333333333332,0.08499999999999996,3.8415999999999997,7.84,5.96,0.49,-2.04,778.12,398.96,0.0049370277078085644,-395.04,0.13675213675213677,-25.25,2.1333333333333333,2.125,2.0408163265306123,2.04,16,1588.0,401.0,0.010075566750629723,-393.0,13.572649572649572,367.75,211.73333333333332,395.125,202.55102040816328,395.04,99.25,393.0,157609.0
74.83,19.0,0.04,2,0.0,351,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,5,2,0,1,0,0,0.5680628272251309,0.5106888361045131,0.0,0.8604651162790697,0.8478260869565217,0.924812030075188,0.27467811158798283,0.5604026845637584,0.5372233400402414,5750.1889,1516.6,95.83,3.7915,55.83,78.8632,76.87,72.91346153846153,74.78999999999999,227.49,78.83,25.276666666666667,72.83,75.83,76.83,75.83,74.83,0.2637478570486615,-55.83,400.0,20.8,21.04,19.23076923076923,18.96,60.0,23.0,6.666666666666667,17.0,20.0,21.0,20.0,19.0,0.013714888566530397,-74.78999999999999,0.052000000000000005,-18.96,1.0816000000000001,3.12,4.04,0.3466666666666667,-1.96,1.04,2.04,1.04,0.040000000000000036,0.039562178557299224,-72.83,0.15,-17.0,2.8846153846153846,1.96,9,3.0,4.0,3.0,2.0,0.013187392852433075,-74.83,0.05,-19.0,0.9615384615384615,-0.040000000000000036,0.3333333333333333,-2.0,1.0
36.67,4.415,0.25,10,320.0,0,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.07246376811594203,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,1,8,6,1,1,1,0,0.5680628272251309,0.5106888361045131,0.0,0.725,0.5,0.2062937062937063,0.27467811158798283,0.5433070866141733,0.5372233400402414,1419.0289,203.98305000000002,43.085,6.956602031394276,32.255,47.087500000000006,38.92,30.136000000000003,36.42,414.37,48.67,3.424545454545455,26.67,12092.07,358.67,0.11735202492211838,-283.33,0.1437483408547916,-32.255,29.322225,6.76875,6.665,4.332,4.165,59.565,16.415,0.49227272727272725,-5.585,1738.215,326.415,0.016869158878504674,-315.585,0.03318290416777276,-36.42,0.23084025854108955,-4.165,1.5625,13.75,12.25,0.11363636363636363,-9.75,401.25,322.25,0.003894080996884735,-319.75,0.29200955667640033,-26.67,2.0313942751615883,5.585,8.8,9.75,121,3531.0,332.0,0.03426791277258567,-310.0,8.521369790284044,283.33,59.2797783933518,315.585,256.8,319.75,29.181818181818183,310.0,103041.0
26.5,2.71,0.085,0,80.0,0,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.2210144927536232,0.0036231884057971015,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.08695652173913043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,6,0,0,0,2,0.5680628272251309,0.5106888361045131,0.0,0.5655737704918032,0.5,0.924812030075188,0.7554858934169278,0.5604026845637584,0.7291666666666666,756.25,102.025,31.21,7.412398921832884,23.79,29.8375,28.585,25.34562211981567,26.415,27.5,28.5,27.5,26.5,2227.5,108.5,0.3395061728395062,-53.5,0.1349090909090909,-23.79,13.7641,4.0253499999999995,4.795,3.4193548387096775,2.625,3.71,4.71,3.71,2.71,300.51,84.71,0.04580246913580247,-77.29,0.03945454545454545,-26.415,0.29245283018867924,-2.625,1.177225,1.085,2.085,1.085,0.08499999999999996,87.88499999999999,82.085,0.013395061728395061,-79.915,0.03636363636363636,-26.5,0.2695417789757412,-2.71,0.9216589861751152,-0.08499999999999996,1,81.0,82.0,0.012345679012345678,-80.0,2.9454545454545453,53.5,21.83288409703504,77.29,74.65437788018433,79.915,81.0,80.0,6561.0
25.17,3.0,1.25,1,0.0,22,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.2210144927536232,0.0036231884057971015,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,6,0,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.5655737704918032,0.5,0.924812030075188,0.27467811158798283,0.5604026845637584,0.5372233400402414,684.8689,104.68,30.17,6.5425,22.17,58.88250000000001,28.42,11.631111111111112,23.92,52.34,28.17,13.085,24.17,26.17,27.17,26.17,25.17,0.15284677111196024,-22.17,16.0,9.0,6.25,1.7777777777777777,1.75,8.0,6.0,2.0,2.0,4.0,5.0,4.0,3.0,0.08597630875047764,-23.92,0.5625,-1.75,5.0625,4.5,4.25,1.125,0.25,2.25,3.25,2.25,1.25,0.07642338555598012,-24.17,0.5,-2.0,0.8888888888888888,-0.25,4,2.0,3.0,2.0,1.0,0.03821169277799006,-25.17,0.25,-3.0,0.4444444444444444,-1.25,0.5,-1.0,1.0
48.08,3.75,1.0,0,100.0,2,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.08514492753623189,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,6,0,0,0,0,0,0.5680628272251309,0.0,0.5106888361045131,0.7446808510638298,0.5319148936170213,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414,2408.8464,233.13,53.83,10.332631578947368,44.33,98.16,51.08,24.54,47.08,49.08,50.08,49.08,48.08,4957.08,150.07999999999998,0.48594059405940593,-51.92,0.09678076609616952,-44.33,22.5625,9.5,6.75,2.375,2.75,4.75,5.75,4.75,3.75,479.75,105.75,0.04702970297029703,-96.25,0.040749796251018745,-47.08,0.42105263157894735,-2.75,4.0,2.0,3.0,2.0,1.0,202.0,103.0,0.019801980198019802,-99.0,0.020374898125509373,-48.08,0.21052631578947367,-3.75,0.5,-1.0,1,101.0,102.0,0.009900990099009901,-100.0,2.0578647106764465,51.92,21.263157894736842,96.25,50.5,99.0,101.0,100.0,10201.0
16.25,0.835,0.085,0,200.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.05615942028985507,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,9,6,1,0,0,2,0.5680628272251309,0.0,0.5106888361045131,0.5483870967741935,0.5,0.2062937062937063,0.7554858934169278,0.5604026845637584,0.7291666666666666,297.5625,31.65375,19.085,9.400544959128066,15.415,18.71625,18.335,15.898617511520738,16.165,17.25,18.25,17.25,16.25,3467.25,218.25,0.08582089552238806,-183.75,0.1063768115942029,-15.415,3.367225,1.990975,2.92,1.6912442396313365,0.75,1.835,2.835,1.835,0.835,368.835,202.835,0.009129353233830845,-199.165,0.06289855072463768,-16.165,0.5912806539509536,-0.75,1.177225,1.085,2.085,1.085,0.08499999999999996,218.08499999999998,202.085,0.005398009950248756,-199.915,0.057971014492753624,-16.25,0.5449591280653951,-0.835,0.9216589861751152,-0.08499999999999996,1,201.0,202.0,0.004975124378109453,-200.0,11.652173913043478,183.75,109.53678474114442,199.165,185.25345622119815,199.915,201.0,200.0,40401.0
34.75,15.0,5.375,9,0.0,134,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.0018115942028985507,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,11,5,1,1,1,0,0.5680628272251309,0.0,0.5106888361045131,0.0,0.5,0.2062937062937063,0.27467811158798283,0.5433070866141733,0.5372233400402414,1278.0625,572.0,51.75,2.234375,19.75,227.90625,42.125,5.607843137254902,29.375,357.5,45.75,3.575,25.75,35.75,36.75,35.75,34.75,0.44755244755244755,-19.75,256.0,102.0,22.375,2.5098039215686274,9.625,160.0,26.0,1.6,6.0,16.0,17.0,16.0,15.0,0.17832167832167833,-29.375,0.3984375,-9.625,40.640625,63.75,16.375,0.6375,-3.625,6.375,7.375,6.375,5.375,0.27972027972027974,-25.75,0.625,-6.0,1.5686274509803921,3.625,100,10.0,11.0,10.0,9.0,0.027972027972027972,-34.75,0.0625,-15.0,0.1568627450980392,-5.375,0.1,-9.0,1.0
48.25,25.085,1.75,3,120.0,14,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.09057971014492754,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,12,6,1,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.52,0.5,0.2062937062937063,0.27467811158798283,0.5604026845637584,0.5372233400402414,2425.5625,1284.68625,75.33500000000001,1.8880582710369944,23.165,135.4375,52.0,17.90909090909091,46.5,197.0,53.25,12.3125,45.25,5959.25,170.25,0.40702479338842973,-71.75,0.5296446700507614,-23.165,680.427225,71.73375,28.835,9.485454545454546,23.335,104.34,30.085,6.52125,22.085,3156.2850000000003,147.085,0.21557851239669423,-94.91499999999999,0.05583756345177665,-46.5,0.10542457350967989,-23.335,7.5625,11.0,6.75,0.6875,-1.25,332.75,123.75,0.022727272727272728,-118.25,0.08121827411167512,-45.25,0.15334483419589803,-22.085,1.4545454545454546,1.25,16,484.0,125.0,0.03305785123966942,-117.0,2.4568527918781724,71.75,4.638681234425915,94.91499999999999,44.0,118.25,30.25,117.0,14641.0
32.67,5.5,5.5,12,408.0,1000,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.11956521739130435,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,10,3,1,1,1,0,0.5680628272251309,0.0,0.5106888361045131,0.3484848484848485,0.3805309734513274,0.2062937062937063,0.27467811158798283,0.5433070866141733,0.5372233400402414,1133.6689000000001,218.85500000000002,40.17,5.180000000000001,27.17,218.85500000000002,40.17,5.180000000000001,27.17,437.71000000000004,46.67,2.5900000000000003,20.67,13771.03,442.67,0.08232273838630808,-375.33,0.19305019305019305,-27.17,42.25,42.25,13.0,1.0,0.0,84.5,19.5,0.5,-6.5,2658.5,415.5,0.01589242053789731,-402.5,0.19305019305019305,-27.17,1.0,0.0,42.25,84.5,19.5,0.5,-6.5,2658.5,415.5,0.01589242053789731,-402.5,0.3861003861003861,-20.67,2.0,6.5,2.0,6.5,169,5317.0,422.0,0.03178484107579462,-396.0,12.147312147312146,375.33,62.92307692307692,402.5,62.92307692307692,402.5,31.46153846153846,396.0,167281.0
18.67,5.0,0.375,2,0.0,38,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.11956521739130435,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,10,6,1,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.3484848484848485,0.5,0.2062937062937063,0.27467811158798283,0.5604026845637584,0.5372233400402414,386.9089000000001,118.02000000000001,25.67,3.2783333333333338,13.670000000000002,27.04625,21.045,14.305454545454547,18.295,59.010000000000005,22.67,6.5566666666666675,16.67,19.67,20.67,19.67,18.67,0.3050330452465684,-13.670000000000002,36.0,8.25,7.375,4.363636363636363,4.625,18.0,9.0,2.0,3.0,6.0,7.0,6.0,5.0,0.06990340620233858,-18.295,0.22916666666666666,-4.625,1.890625,4.125,4.375,0.4583333333333333,-1.625,1.375,2.375,1.375,0.375,0.1525165226232842,-16.67,0.5,-3.0,2.1818181818181817,1.625,9,3.0,4.0,3.0,2.0,0.05083884087442806,-18.67,0.16666666666666666,-5.0,0.7272727272727273,-0.375,0.3333333333333333,-2.0,1.0
34.0,4.5,1.0,0,240.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.07608695652173914,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,6,1,0,1,0,0.5680628272251309,0.0,0.5106888361045131,0.6190476190476191,0.5,0.2062937062937063,0.7554858934169278,0.5433070866141733,0.5372233400402414,1225.0,192.5,40.5,6.363636363636363,29.5,70.0,37.0,17.5,33.0,35.0,36.0,35.0,34.0,8435.0,276.0,0.14522821576763487,-206.0,0.15714285714285714,-29.5,30.25,11.0,7.5,2.75,3.5,5.5,6.5,5.5,4.5,1325.5,246.5,0.022821576763485476,-235.5,0.05714285714285714,-33.0,0.36363636363636365,-3.5,4.0,2.0,3.0,2.0,1.0,482.0,243.0,0.008298755186721992,-239.0,0.02857142857142857,-34.0,0.18181818181818182,-4.5,0.5,-1.0,1,241.0,242.0,0.004149377593360996,-240.0,6.885714285714286,206.0,43.81818181818182,235.5,120.5,239.0,241.0,240.0,58081.0
