id,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,A_label,D_label,E_label,F_label,G_label,I_label,J_label,L_label,M_label,A_ohe_0,A_ohe_1,D_ohe_0,D_ohe_1,D_ohe_2,E_ohe_0,E_ohe_1,E_ohe_2,F_ohe_0,F_ohe_1,F_ohe_2,F_ohe_3,F_ohe_4,F_ohe_5,F_ohe_6,F_ohe_7,F_ohe_8,F_ohe_9,F_ohe_10,F_ohe_11,F_ohe_12,F_ohe_13,G_ohe_0,G_ohe_1,G_ohe_2,G_ohe_3,G_ohe_4,G_ohe_5,G_ohe_6,G_ohe_7,G_ohe_8,I_ohe_0,I_ohe_1,J_ohe_0,J_ohe_1,L_ohe_0,L_ohe_1,M_ohe_0,M_ohe_1,M_ohe_2
604,b,-0.45128674480909603,-0.7661435329793026,u,g,q,v,-0.14804011245203538,t,f,-0.5400222837620868,t,g,0.6872611538018704,-0.1890245575780504,1,1,0,10,7,1,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
605,b,2.6491389199993116,1.615301690983564,y,p,c,h,0.7968799656044689,t,f,-0.5400222837620868,f,g,-0.40923519645998346,-0.1890245575780504,1,2,2,1,3,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
606,a,-0.8122952126292531,-0.614136391024226,y,p,j,j,-0.6568432314055377,f,f,-0.5400222837620868,f,g,-0.09595052495659669,-0.1890245575780504,0,2,2,7,4,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
607,b,-0.3875793681349507,-0.7408090093201232,u,g,x,h,-0.29341243215303603,t,f,-0.5400222837620868,f,g,-1.1402327633012193,0.7317865176736862,1,1,0,13,3,1,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
608,b,-0.5787014981573868,1.733867261708524,y,p,aa,v,-0.6452134458294576,f,f,-0.5400222837620868,t,g,-0.35702108454275233,-0.10646788322082598,1,2,2,0,7,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
609,b,-1.1945394726741252,-0.36079115443243165,u,g,k,v,-0.6452134458294576,f,f,-0.5400222837620868,t,g,-0.09595052495659669,-0.18207241657954729,1,1,0,8,7,0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
610,a,-0.9040338350400222,-0.596908914935984,u,g,q,v,-0.05064065825236495,t,t,0.6244007655999128,f,g,0.2956553144226368,0.24600566540328156,0,1,0,10,7,1,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
611,b,0.19258247544426627,-0.9009231988461371,y,p,cc,v,-0.6321299370563676,f,f,-0.5400222837620868,f,g,0.03458475483648116,-0.1890245575780504,1,2,2,2,7,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
612,a,-0.8692071357914898,0.04456122411443925,y,p,ff,ff,-0.6568432314055377,f,f,-0.5400222837620868,f,g,-1.1402327633012193,-0.1890245575780504,0,2,2,5,2,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
613,b,-0.6279685361187257,-0.8502541515277783,y,p,cc,h,-0.6205001514802875,f,f,-0.5400222837620868,f,g,0.42619059421571465,-0.18885075405308782,1,2,2,2,3,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
614,a,-1.081565058038641,1.0579421704816165,u,g,d,v,-0.5361842060537071,f,f,-0.5400222837620868,f,g,-0.618091644128908,-0.18172480952962214,0,1,0,3,7,0,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
615,a,0.15011089099483602,-0.6394709146834054,u,g,d,v,-0.499841126128457,f,f,-0.5400222837620868,t,g,-1.1402327633012193,-0.1890245575780504,0,1,0,3,7,0,0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
616,a,1.7997072310107067,0.4499136026613102,u,g,aa,h,0.21539068680046627,f,f,-0.5400222837620868,f,g,-1.1402327633012193,-0.1890245575780504,0,1,0,0,3,0,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
617,a,2.302570790891961,3.2873802524894065,u,g,i,bb,2.2506031626144756,t,t,2.4874776445791125,f,g,-1.1402327633012193,0.97545905967122,0,1,0,6,0,1,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
618,b,-0.6568492135443386,-0.8755886751869577,y,p,w,v,0.10636144702471577,t,t,0.8572853754723128,t,g,0.21733414654679012,-0.12871473441603593,1,2,2,12,7,1,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
619,b,-0.26696006829856866,-0.8928161512751998,u,g,d,v,-0.40244167192878655,t,f,-0.5400222837620868,t,s,4.916604219097592,-0.1890245575780504,1,1,0,3,7,1,0,1,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
620,a,-0.3094316527479989,-0.6648054383425849,u,g,m,v,-0.07535395260153505,t,f,-0.5400222837620868,f,s,1.2616163848914128,-0.1890245575780504,0,1,0,9,7,1,0,0,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
621,b,0.3064063217687396,0.04456122411443925,u,g,x,h,1.5237415641094723,t,t,0.8572853754723128,t,g,-1.1402327633012193,-0.015221032615472701,1,1,0,13,3,1,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
622,b,0.3064063217687396,-0.4621292490691494,u,g,w,v,-0.6568432314055377,t,f,-0.5400222837620868,t,g,0.4196638302260608,-0.15426385258553485,1,1,0,12,7,1,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
623,b,0.5187642440158908,-0.5553602961349297,u,g,w,v,-0.6452134458294576,t,f,-0.5400222837620868,t,g,1.4704728325603373,0.8190358872049002,1,1,0,12,7,1,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
624,a,0.5467954897525146,0.14589931875115697,u,g,q,v,-0.6205001514802875,t,f,-0.5400222837620868,t,g,0.34786942633986795,-0.1890245575780504,0,1,0,10,7,1,0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
625,a,0.037136476359351724,-0.36079115443243165,y,p,j,j,-0.6568432314055377,f,f,-0.5400222837620868,f,g,-0.09595052495659669,-0.18554848707879884,0,2,2,7,4,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
626,a,-0.5931418368701932,-0.4621292490691494,y,p,i,bb,0.6515076459034682,f,f,-0.5400222837620868,f,g,0.165120034629559,-0.10977015019511496,0,2,2,6,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
627,b,3.576718324374868,2.6286826373507415,u,g,ff,ff,-0.6568432314055377,t,f,-0.5400222837620868,t,g,-1.1402327633012193,-0.1890245575780504,1,1,0,5,2,1,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
628,b,-0.4580821983210047,-0.791478056638482,u,g,k,v,-0.5478139916297872,f,t,-0.07425306401728696,t,g,-0.004575829101442195,-0.18850314700316265,1,1,0,8,7,0,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
629,b,0.1288750987701209,-0.4621292490691494,u,g,cc,h,0.14270452694996594,t,t,0.8572853754723128,f,g,-0.09595052495659669,0.17109634614441058,1,1,0,2,3,1,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
630,a,0.07281260729687326,-0.6729124859135223,u,g,w,v,-0.34138529765436626,t,t,3.186131474196312,f,g,-0.35702108454275233,0.17231297081914862,0,1,0,12,7,1,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
631,a,-0.7341474972423013,-0.8168125802976615,u,g,c,v,-0.07535395260153505,f,t,-0.07425306401728696,t,g,0.165120034629559,-0.12054596874279479,0,1,0,1,7,0,1,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
632,b,0.030341022847443028,-0.8005984851557866,u,g,x,v,-0.26869913780386595,t,t,1.3230545952171127,t,g,0.8373767255639099,0.38278903954883015,1,1,0,13,7,1,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
633,a,0.16455122970764244,-0.36079115443243165,y,p,aa,v,-0.07535395260153505,f,f,-0.5400222837620868,f,g,0.03458475483648116,-0.1890245575780504,0,2,2,0,7,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
634,b,-0.8403264583658769,-0.8168125802976615,y,p,r,n,-0.4387847518540367,f,f,-0.5400222837620868,t,g,-0.27869991666690563,-0.18867695052812522,1,2,2,11,5,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
635,a,-0.48696287574661756,-0.968819722252738,u,g,c,v,-0.6568432314055377,f,f,-0.5400222837620868,f,p,-0.1481646368738278,-0.1890245575780504,0,1,0,1,7,0,0,0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
636,b,3.859579076808073,3.5488325366521383,u,g,e,z,3.050150920969979,t,t,-0.3071376738896869,t,g,-1.1402327633012193,-0.17007997335712943,1,1,0,4,8,1,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
637,b,1.0071874651843387,-0.5127982963875083,u,g,i,bb,-0.4387847518540367,t,f,-0.5400222837620868,f,g,2.51475507090496,-0.1890245575780504,1,1,0,6,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
638,a,-0.3170765379488966,-0.36079115443243165,u,g,m,v,0.15433431252604599,f,t,-0.3071376738896869,t,g,0.6872611538018704,-0.1872865223284246,0,1,0,9,7,0,1,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
639,a,-1.2939229802857921,-0.9009231988461371,u,g,ff,ff,-0.6568432314055377,f,t,-0.3071376738896869,f,g,-0.09595052495659669,-0.1671253134327656,0,1,0,5,2,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
640,a,-0.33831233017361173,-0.631363867112468,u,g,ff,ff,-0.6568432314055377,f,f,-0.5400222837620868,f,g,1.078866993181104,-0.18885075405308782,0,1,0,5,2,0,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
641,b,0.030341022847443028,2.307440877352346,u,g,d,v,0.21539068680046627,t,t,1.5559392050895127,f,g,0.4914582341122536,-0.062147984355368675,1,1,0,3,7,1,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
642,a,-0.7485878359551077,0.7539278865714634,u,g,q,v,-0.14804011245203538,t,t,1.7888238149619125,f,g,-0.618091644128908,-0.01695906786509848,0,1,0,10,7,1,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
643,b,-0.5854969516692955,-0.5634673437058672,u,g,e,dd,-0.6088703659042075,f,t,-0.07425306401728696,f,g,0.948331713388026,0.0369200248733006,1,1,0,4,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
644,b,0.731122166263042,-0.8593745800450829,y,p,aa,v,-0.5114709117045371,t,t,0.15863154585511297,f,g,0.165120034629559,-0.015221032615472701,1,2,2,0,7,1,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
645,b,-0.9184741737528287,1.0579421704816165,y,p,c,v,0.0700183670994656,t,f,-0.5400222837620868,f,s,-0.8791622037150637,-0.1890245575780504,1,2,2,1,7,1,0,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
646,b,-0.26696006829856866,-0.8502541515277783,u,g,aa,v,-0.6452134458294576,f,f,-0.5400222837620868,f,g,0.5567258740087925,-0.014525818515622391,1,1,0,0,7,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
647,b,0.681005696612714,0.2219028897286953,u,g,cc,h,2.2506031626144756,t,t,2.720362254451512,t,g,1.4639460685706835,-0.1890245575780504,1,1,0,2,3,1,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
648,b,-0.2814004070113751,-0.36079115443243165,u,g,w,v,-0.4387847518540367,f,f,-0.5400222837620868,t,g,0.8177964335949481,-0.1773797214055577,1,1,0,12,7,0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
649,b,0.07960806080878197,-0.9353781510226212,y,p,c,h,0.2880768466509666,t,t,-0.3071376738896869,t,g,1.6793292802292619,1.2014036421225711,1,2,2,1,3,1,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
650,b,-0.15398565366308437,-0.5634673437058672,y,p,e,h,-0.07535395260153505,f,f,-0.5400222837620868,f,g,0.530618818050177,-0.18606989765368656,1,2,2,4,3,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
651,b,-0.8547667970786833,-0.6648054383425849,u,g,w,v,-0.22072627230253572,f,f,-0.5400222837620868,f,g,-0.1612181648531356,-0.18763412937834978,1,1,0,12,7,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
652,b,-0.5719060446454781,1.5646326436652052,u,g,w,v,-0.40244167192878655,t,f,-0.5400222837620868,t,g,0.5567258740087925,-0.1890245575780504,1,1,0,12,7,1,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
653,a,2.1887469445674874,2.9833659685792533,u,g,c,v,0.9422522853054696,t,t,1.0901699853447127,f,g,-1.1402327633012193,0.33238601730968265,0,1,0,1,7,1,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
654,a,-0.11151406921365412,0.10333731900373554,u,g,e,dd,-0.0026677927510347227,t,t,0.6244007655999128,t,g,-0.49408312832548407,-0.10212279509676155,0,1,0,4,1,1,1,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
655,b,0.2282586063817878,0.06178870020268126,y,p,i,bb,-0.34138529765436626,f,f,-0.5400222837620868,t,g,1.9926139517326487,-0.1890245575780504,1,2,2,6,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
656,b,0.9995425799834409,-0.8928161512751998,y,p,c,v,-0.5478139916297872,t,t,1.3230545952171127,t,g,0.8177964335949481,-0.1608683865341128,1,2,2,1,7,1,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
